source_mat_id,source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,depth,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,ref_code,chlorophyll,chlorophyll_method,sea_surf_temp,sea_surf_temp_method,sea_subsurf_temp,sea_subsurf_temp_method,sea_surf_salinity,sea_surf_salinity_method,sea_subsurf_salinity,sea_subsurf_salinity_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,conduc,conduc_method,density,density_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,down_par,down_par_method,diss_oxygen,diss_oxygen_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,ph,ph_method,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,pressure,pressure_method,primary_prod,primary_prod_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,turbidity,turbidity_method,water_current,water_current_method
EMOBON_ESC68N_Wa_210830_3um_1,EMO BON ESC68N Wa 210830 3um 1,EMOBON metagenome water sample from station ESC68N collected on 2021-08-30 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-30,ESC68N_Wa_210830,Kristel Berg,,no_tide,<class 'float'>,1,10.0,fi,3-200,3.0,200.0,True,Niskin,WaSOP1,,2021-08-30,eDNA freezer bag,-80.0,Kristel Berg,,,,False,2021-10-08,2021-10-14,-70.0,2021-11-24,2021-11-24,False,,,EMOBON00003,0.821,photometric measurement,11.69,CTD-system,11.67,CTD-system,32.5,CTD-system,32.5,CTD-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_ESC68N_Wa_210830_3um_2,EMO BON ESC68N Wa 210830 3um 2,EMOBON metagenome water sample from station ESC68N collected on 2021-08-30 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-30,ESC68N_Wa_210830,Kristel Berg,,no_tide,<class 'float'>,2,10.0,fi,3-200,3.0,200.0,True,Niskin,WaSOP1,,2021-08-30,eDNA freezer bag,-80.0,Kristel Berg,,,,False,2021-10-08,2021-10-14,-70.0,2021-11-24,2021-11-24,False,,,EMOBON00004,0.821,photometric measurement,11.69,CTD-system,11.67,CTD-system,32.5,CTD-system,32.5,CTD-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_ESC68N_Wa_210830_0.2um_1,EMO BON ESC68N Wa 210830 0.2um 1,EMOBON metagenome water sample from station ESC68N collected on 2021-08-30 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-30,ESC68N_Wa_210830,Kristel Berg,,no_tide,<class 'float'>,1,10.0,fi,0.2-3,0.2,3.0,True,Niskin,WaSOP1,,2021-08-30,eDNA freezer bag,-80.0,Kristel Berg,,,,False,2021-10-08,2021-10-14,-70.0,2021-11-24,2021-11-24,False,,,EMOBON00005,0.821,photometric measurement,11.69,CTD-system,11.67,CTD-system,32.5,CTD-system,32.5,CTD-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_ESC68N_Wa_210830_0.2um_2,EMO BON ESC68N Wa 210830 0.2um 2,EMOBON metagenome water sample from station ESC68N collected on 2021-08-30 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-30,ESC68N_Wa_210830,Kristel Berg,,no_tide,<class 'float'>,2,10.0,fi,0.2-3,0.2,3.0,True,Niskin,WaSOP1,,2021-08-30,eDNA freezer bag,-80.0,Kristel Berg,,,,False,2021-10-08,2021-10-14,-70.0,2021-11-24,2021-11-24,False,,,EMOBON00006,0.821,photometric measurement,11.69,CTD-system,11.67,CTD-system,32.5,CTD-system,32.5,CTD-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_ESC68N_Wa_211104_3um_1,EMO BON ESC68N Wa 211104 3um 1,EMOBON metagenome water sample from station ESC68N collected on 2021-11-04 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-11-04,ESC68N_Wa_211104,Kristel Berg,,no_tide,<class 'float'>,1,10.0,fi,3-200,3.0,200.0,True,Niskin,WaSOP1,,2021-11-05,eDNA freezer bag,-80.0,Kristel Berg,,,,False,2022-01-17,2022-01-22,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00196,0.518,photometric measurement,7.55,CTD-system,7.61,CTD-system,32.3,CTD-system,33.0,CTD-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_ESC68N_Wa_211104_3um_2,EMO BON ESC68N Wa 211104 3um 2,EMOBON metagenome water sample from station ESC68N collected on 2021-11-04 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-11-04,ESC68N_Wa_211104,Kristel Berg,,no_tide,<class 'float'>,2,10.0,fi,3-200,3.0,200.0,True,Niskin,WaSOP1,,2021-11-05,eDNA freezer bag,-80.0,Kristel Berg,,,,False,2022-01-17,2022-01-22,-70.0,2022-02-22,2022-02-23,True,low yields; seq library prep failed twice,,EMOBON00197,0.518,photometric measurement,7.55,CTD-system,7.61,CTD-system,32.3,CTD-system,33.0,CTD-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_ESC68N_Wa_211104_0.2um_1,EMO BON ESC68N Wa 211104 0.2um 1,EMOBON metagenome water sample from station ESC68N collected on 2021-11-04 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-11-04,ESC68N_Wa_211104,Kristel Berg,,no_tide,<class 'float'>,1,10.0,fi,0.2-3,0.2,3.0,True,Niskin,WaSOP1,,2021-11-05,eDNA freezer bag,-80.0,Kristel Berg,,,,False,2022-01-17,2022-01-22,-70.0,2022-02-22,2022-02-23,True,non-quantifiable DNA after extraction,,EMOBON00198,0.518,photometric measurement,7.55,CTD-system,7.61,CTD-system,32.3,CTD-system,33.0,CTD-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_ESC68N_Wa_211104_0.2um_2,EMO BON ESC68N Wa 211104 0.2um 2,EMOBON metagenome water sample from station ESC68N collected on 2021-11-04 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-11-04,ESC68N_Wa_211104,Kristel Berg,,no_tide,<class 'float'>,2,10.0,fi,0.2-3,0.2,3.0,True,Niskin,WaSOP1,,2021-11-05,eDNA freezer bag,-80.0,Kristel Berg,,,,False,2022-01-17,2022-01-22,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00199,0.518,photometric measurement,7.55,CTD-system,7.61,CTD-system,32.3,CTD-system,33.0,CTD-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_ESC68N_Wa_211104_3um_blank,EMO BON ESC68N Wa 211104 3um blank,EMOBON metagenome water sample from station ESC68N collected on 2021-11-04 size fraction 3-200um,32644,unidentified,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-11-04,ESC68N_Wa_211104,Kristel Berg,,no_tide,<class 'float'>,blank,10.0,fi,3-200,3.0,200.0,True,Niskin,WaSOP1,,2021-11-05,eDNA freezer bag,-80.0,Kristel Berg,,,,False,2022-01-17,2022-01-22,-70.0,2022-02-22,2022-02-23,True,blank; non-quantifiable DNA after extraction,,EMOBON00200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_ESC68N_Wa_211104_0.2um_blank,EMO BON ESC68N Wa 211104 0.2um blank,EMOBON metagenome water sample from station ESC68N collected on 2021-11-04 size fraction 0.2-3um,32644,unidentified,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-11-04,ESC68N_Wa_211104,Kristel Berg,,no_tide,<class 'float'>,blank,10.0,fi,0.2-3,0.2,3.0,True,Niskin,WaSOP1,,2021-11-05,eDNA freezer bag,-80.0,Kristel Berg,,,,False,2022-01-17,2022-01-22,-70.0,2022-02-22,2022-02-23,True,blank; non-quantifiable DNA after extraction,,EMOBON00201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
