source_mat_id,source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,depth,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,ref_code,chlorophyll,chlorophyll_method,sea_surf_temp,sea_surf_temp_method,sea_subsurf_temp,sea_subsurf_temp_method,sea_surf_salinity,sea_surf_salinity_method,sea_subsurf_salinity,sea_subsurf_salinity_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,conduc,conduc_method,density,density_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,down_par,down_par_method,diss_oxygen,diss_oxygen_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,ph,ph_method,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,pressure,pressure_method,primary_prod,primary_prod_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,turbidity,turbidity_method,water_current,water_current_method
EMOBON_OSD74_Wa_210831_3um_1,EMOBON_OSD74_Wa_310821_3µm_(1) ,EMOBON metagenome water sample from station OSD74 collected on 2021-08-31 size fraction 3um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-31,OSD74_Wa_210831,Catarina Magalhães; Simão Horta ,0000-0001-9576-2398,high_tide,<class 'float'>,1,5.4,<class 'float'>,3-200,3.0,200.0,True,Bucket,WaSOP1,We used a vacuum pump for filtration,2021-08-31,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Catarina Magalhães,0000-0001-9576-2398,,,False,2021-10-26,2021-10-27,-70.0,2021-11-24,2021-11-24,False,,,EMOBON00045,2.62,Spectrophotometry,22.724,in situ multiparametric probe,22.745,in situ multiparametric probe,5.42,in situ multiparametric probe,5.31,in situ multiparametric probe,,,4.57,Spectrophotometry,,,,,,9642.9,in situ multiparametric probe,,,,,,,,,,,,,7.84,in situ multiparametric probe,,,32.25,Spectrophotometry,1.15,Spectrophotometry,,,7.32,in situ multiparametric probe,,,,,,,1.83,Spectrophotometry,0.52,Spectrophotometry,,,0.127,in situ multiparametric probe,,,45.36,Spectrophotometry,,,,,0.67,,,
EMOBON_OSD74_Wa_210831_0.2um_1,EMOBON_OSD74_Wa_310821_0.2µm_(1),EMOBON metagenome water sample from station OSD74 collected on 2021-08-31 size fraction 0.2um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-31,OSD74_Wa_210831,Catarina Magalhães; Simão Horta ,0000-0001-9576-2398,high_tide,<class 'float'>,1,5.4,<class 'float'>,0.2-3,0.2,3.0,True,Bucket,WaSOP1,We used a vacuum pump for filtration,2021-08-31,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Catarina Magalhães,0000-0001-9576-2398,,,False,2021-10-26,2021-10-27,-70.0,2021-11-24,2021-11-24,False,,,EMOBON00046,2.62,Spectrophotometry,22.724,in situ multiparametric probe,22.745,in situ multiparametric probe,5.42,in situ multiparametric probe,5.31,in situ multiparametric probe,,,,Spectrophotometry,,,,,,9642.9,in situ multiparametric probe,,,,,,,,,,,,,7.84,in situ multiparametric probe,,,32.25,Spectrophotometry,1.15,Spectrophotometry,,,7.32,in situ multiparametric probe,,,,,,,1.83,Spectrophotometry,0.52,Spectrophotometry,,,0.127,in situ multiparametric probe,,,45.36,Spectrophotometry,,,,,0.67,,,
EMOBON_OSD74_Wa_210831_0.2um_2,EMOBON_OSD74_Wa_310821_0.2µm_(2),EMOBON metagenome water sample from station OSD74 collected on 2021-08-31 size fraction 0.2um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-31,OSD74_Wa_210831,Catarina Magalhães; Simão Horta ,0000-0001-9576-2398,high_tide,<class 'float'>,2,5.4,<class 'float'>,0.2-3,0.2,3.0,True,Bucket,WaSOP1,We used a vacuum pump for filtration,2021-08-31,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Catarina Magalhães,0000-0001-9576-2398,,,False,2021-10-26,2021-10-27,-70.0,2021-11-24,2021-11-24,False,,,EMOBON00047,2.62,Spectrophotometry,22.724,in situ multiparametric probe,22.745,in situ multiparametric probe,5.42,in situ multiparametric probe,5.31,in situ multiparametric probe,,,,Spectrophotometry,,,,,,9642.9,in situ multiparametric probe,,,,,,,,,,,,,7.84,in situ multiparametric probe,,,32.25,Spectrophotometry,1.15,Spectrophotometry,,,7.32,in situ multiparametric probe,,,,,,,1.83,Spectrophotometry,0.52,Spectrophotometry,,,0.127,in situ multiparametric probe,,,45.36,Spectrophotometry,,,,,0.67,,,
EMOBON_OSD74_Wa_211028_3um_1,EMOBON_OSD74_Wa_281021_3µm_(1) ,EMOBON metagenome water sample from station OSD74 collected on 2021-10-28 size fraction 3um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-28,OSD74_Wa_211028,Eva Lopes; Si,0000-0001-9576-2398,high_tide,<class 'float'>,1,5.4,<class 'float'>,3-200,3.0,200.0,True,Bucket,WaSOP1,We used a peristaltic pump for filtration,2021-10-28,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Catarina Magalhães,0000-0001-9576-2398,,,False,2022-01-31,2022-02-03,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00244,1.72,Spectrophotometry,,in situ multiparametric probe,,in situ multiparametric probe,,in situ multiparametric probe,,in situ multiparametric probe,,,5.88,Spectrophotometry,,,,,,,in situ multiparametric probe,,,,,,,,,,,,,,in situ multiparametric probe,,,45.31,Spectrophotometry,1.35,Spectrophotometry,,,,in situ multiparametric probe,,,,,,,1.24,Spectrophotometry,1.69,Spectrophotometry,,,,,,,25.79,Spectrophotometry,,,,,,,,
EMOBON_OSD74_Wa_211028_0.2um_1,EMOBON_OSD74_Wa_281021_0.2µm_(1),EMOBON metagenome water sample from station OSD74 collected on 2021-10-28 size fraction 0.2um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-28,OSD74_Wa_211028,Catarina Magalhães; Simão Horta ,0000-0001-9576-2398,high_tide,<class 'float'>,1,5.4,<class 'float'>,0.2-3,0.2,3.0,True,Bucket,WaSOP1,We used a peristaltic pump for filtration,2021-10-28,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Catarina Magalhães,0000-0001-9576-2398,,,False,2022-01-31,2022-02-03,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00245,1.72,Spectrophotometry,,in situ multiparametric probe,,in situ multiparametric probe,,in situ multiparametric probe,,in situ multiparametric probe,,,5.88,Spectrophotometry,,,,,,,in situ multiparametric probe,,,,,,,,,,,,,,in situ multiparametric probe,,,45.31,Spectrophotometry,1.35,Spectrophotometry,,,,in situ multiparametric probe,,,,,,,1.24,Spectrophotometry,1.69,Spectrophotometry,,,,,,,25.79,Spectrophotometry,,,,,,,,
EMOBON_OSD74_Wa_211028_3um_2,EMOBON_OSD74_Wa_281021_3µm_(2),EMOBON metagenome water sample from station OSD74 collected on 2021-10-28 size fraction 3um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-28,OSD74_Wa_211028,Catarina Magalhães; Simão Horta ,0000-0001-9576-2398,high_tide,<class 'float'>,2,5.4,<class 'float'>,3-200,3.0,200.0,True,Bucket,WaSOP1,We used a peristaltic pump for filtration,2021-10-28,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Catarina Magalhães,0000-0001-9576-2398,,,False,2022-01-31,2022-02-03,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00246,1.72,Spectrophotometry,,in situ multiparametric probe,,in situ multiparametric probe,,in situ multiparametric probe,,in situ multiparametric probe,,,5.88,Spectrophotometry,,,,,,,in situ multiparametric probe,,,,,,,,,,,,,,in situ multiparametric probe,,,45.31,Spectrophotometry,1.35,Spectrophotometry,,,,in situ multiparametric probe,,,,,,,1.24,Spectrophotometry,1.69,Spectrophotometry,,,,,,,25.79,Spectrophotometry,,,,,,,,
EMOBON_OSD74_Wa_211028_0.2um_2,EMOBON_OSD74_Wa_281021_0.2µm_(2),EMOBON metagenome water sample from station OSD74 collected on 2021-10-28 size fraction 0.2um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-28,OSD74_Wa_211028,Catarina Magalhães; Simão Horta ,0000-0001-9576-2398,high_tide,<class 'float'>,2,5.4,<class 'float'>,0.2-3,0.2,3.0,True,Bucket,WaSOP1,We used a peristaltic pump for filtration,2021-10-28,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Catarina Magalhães,0000-0001-9576-2398,,,False,2022-01-31,2022-02-03,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00247,1.72,Spectrophotometry,,in situ multiparametric probe,,in situ multiparametric probe,,in situ multiparametric probe,,in situ multiparametric probe,,,5.88,Spectrophotometry,,,,,,,in situ multiparametric probe,,,,,,,,,,,,,,in situ multiparametric probe,,,45.31,Spectrophotometry,1.35,Spectrophotometry,,,,in situ multiparametric probe,,,,,,,1.24,Spectrophotometry,1.69,Spectrophotometry,,,,,,,25.79,Spectrophotometry,,,,,,,,
EMOBON_OSD74_Wa_211218_3um_1,EMOBON_OSD74_Wa_181221_3µm_(1) ,EMOBON metagenome water sample from station OSD74 collected on 2021-12-18 size fraction 3um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-18,OSD74_Wa_211218,Catarina Magalhães; Simão Horta ,0000-0001-9576-2398,low_tide,<class 'float'>,1,5.4,<class 'float'>,3-200,3.0,200.0,True,Bucket,WaSOP1,We used a peristaltic pump for filtration,2021-12-18,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Catarina Magalhães,0000-0001-9576-2398,,,False,2022-01-31,2022-02-03,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00248,0.28,Spectrophotometry,12.53,in situ multiparametric probe,12.91,in situ multiparametric probe,24.25,in situ multiparametric probe,33.08,in situ multiparametric probe,,,2.25,Spectrophotometry,,,,,,31.63,in situ multiparametric probe,,,,,,,,,,,,,,in situ multiparametric probe,,,34.83,Spectrophotometry,0.98,Spectrophotometry,,,7.98,in situ multiparametric probe,,,,,,,0.45,Spectrophotometry,0.67,Spectrophotometry,,,,,,,35.74,Spectrophotometry,,,,,,,,
EMOBON_OSD74_Wa_211218_0.2um_1,EMOBON_OSD74_Wa_181221_0.2µm_(1),EMOBON metagenome water sample from station OSD74 collected on 2021-12-18 size fraction 0.2um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-18,OSD74_Wa_211218,Catarina Magalhães; Simão Horta ,0000-0001-9576-2398,low_tide,<class 'float'>,1,5.4,<class 'float'>,0.2-3,0.2,3.0,True,Bucket,WaSOP1,We used a peristaltic pump for filtration,2021-12-18,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Catarina Magalhães,0000-0001-9576-2398,,,False,2022-01-31,2022-02-03,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00249,0.28,Spectrophotometry,12.53,in situ multiparametric probe,12.91,in situ multiparametric probe,24.25,in situ multiparametric probe,33.08,in situ multiparametric probe,,,2.25,Spectrophotometry,,,,,,31.63,in situ multiparametric probe,,,,,,,,,,,,,,in situ multiparametric probe,,,34.83,Spectrophotometry,0.98,Spectrophotometry,,,7.98,in situ multiparametric probe,,,,,,,0.45,Spectrophotometry,0.67,Spectrophotometry,,,,,,,35.74,Spectrophotometry,,,,,,,,
EMOBON_OSD74_Wa_211218_3um_2,EMOBON_OSD74_Wa_181221_3µm_(2),EMOBON metagenome water sample from station OSD74 collected on 2021-12-18 size fraction 3um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-18,OSD74_Wa_211218,Catarina Magalhães; Simão Horta ,0000-0001-9576-2398,low_tide,<class 'float'>,2,5.4,<class 'float'>,3-200,3.0,200.0,True,Bucket,WaSOP1,We used a peristaltic pump for filtration,2021-12-18,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Catarina Magalhães,0000-0001-9576-2398,,,False,2022-01-31,2022-02-03,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00250,0.28,Spectrophotometry,12.53,in situ multiparametric probe,12.91,in situ multiparametric probe,24.25,in situ multiparametric probe,33.08,in situ multiparametric probe,,,2.25,Spectrophotometry,,,,,,31.63,in situ multiparametric probe,,,,,,,,,,,,,,in situ multiparametric probe,,,34.83,Spectrophotometry,0.98,Spectrophotometry,,,7.98,in situ multiparametric probe,,,,,,,0.45,Spectrophotometry,0.67,Spectrophotometry,,,,,,,35.74,Spectrophotometry,,,,,,,,
